similitud,codigo_1,codigo_2,establecimiento_1,establecimiento_2,jornada_1,jornada_2,modalidad_1,modalidad_2,plan_1,plan_2,director_1,director_2,status_1,status_2
99.0,01-13-0036-46,01-13-0138-46,LICEO MIXTO MONTE HOREB,LICEO MIXTO MONTE HOREB,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),KIMBERLI FRANCI ORTIZ PÈREZ,KIMBERLI FRANCI ORTIZ PÈREZ,ABIERTA,ABIERTA
99.0,17-03-0104-46,17-03-0113-46,CENTRO EDUCATIVO CRISTIANO ADONAI,CENTRO EDUCATIVO CRISTIANO ADONAI,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,EDWIN NOÉ MARROQUÍN HERNÁNDEZ,EDWIN NOÉ MARROQUÍN HERNÁNDEZ,ABIERTA,ABIERTA
99.0,00-01-0225-46,00-01-0706-46,COLEGIO COMERCIAL GUATEMALTECO,COLEGIO COMERCIAL GUATEMALTECO,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),CHARLOTTE ANN AFRE PYATT,CHARLOTTE ANN AFRE PYATT,ABIERTA,ABIERTA
98.9,00-01-0219-46,00-01-0506-46,CENTRO DE ESTUDIOS WINBRIDGE,CENTRO DE ESTUDIOS WINBRIDGE,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),GILDA NOEMÍ SOSA HURTADO,GILDA NOEMÍ SOSA HURTADO,ABIERTA,ABIERTA
98.9,05-05-0082-46,05-05-0083-46,INSTITUTO TECNOLÓGICO DE FORMACIÓN PROFESIONAL,INSTITUTO TECNOLÓGICO DE FORMACIÓN PROFESIONAL,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),INGRIS JANETH ROLDÁN SOLÓRZANO,INGRIS JANETH ROLDÁN SOLÓRZANO,ABIERTA,ABIERTA
98.9,17-13-0135-46,17-13-0136-46,CENTRO EDUCATIVO YAXTUNILHA,CENTRO EDUCATIVO YAXTUNILHA,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),NIDIA ESTER GALICIA ALVARADO,NIDIA ESTER GALICIA ALVARADO,ABIERTA,ABIERTA
98.9,20-07-0111-46,20-07-0114-46,"COLEGIO DE EDUCACIÓN PARA ADULTOS ""SEMILLA DE VIDA""","COLEGIO DE EDUCACION PARA ADULTOS ""SEMILLA DE VIDA""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,EDY NOÉ VIDES MEJÍA,EDY NOÉ VIDES MEJÍA,ABIERTA,ABIERTA
98.8,22-01-0302-46,22-01-0320-46,INSTITUTO TÉCNICO PARTICULAR DE DIVERSIFICADO -INTECPADI-,INSTITUTO TECNICO PARTICULAR DE DIVERSIFICADO -INTECPADI-,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),RONI ERNESTO RECINOS ESTRADA,RONI ERNESTO RECINOS ESTRADA,ABIERTA,ABIERTA
98.8,09-01-0380-46,09-01-3234-46,ESCUELA PRIVADA MIXTA DE FORMACION ARTÍSTICA QUETZALTENANGO,ESCUELA PRIVADA MIXTA DE FORMACION ARTISTICA QUETZALTENANGO,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ROSALIO EDUARDO SAC RACANCOJ,ROSALIO EDUARDO SAC RACANCOJ,ABIERTA,ABIERTA
98.8,00-06-0078-46,00-06-0081-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""DOCTORA SARA CABARRUS DE RUÍZ""","INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""DOCTORA SARA CABARRUS DE RUÍZ""",NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),JOVITA ANTONIETA MIRANDA BARRIOS,JOVITA ANTONIETA MIRANDA BARRIOS,ABIERTA,ABIERTA
98.8,00-06-0032-46,00-06-0033-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""CARLOS BENJAMIN PAIZ AYALA""","INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""CARLOS BENJAMIN PAIZ AYALA """,NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),JOVITA ANTONIETA MIRANDA BARRIOS,JOVITA ANTONIETA MIRANDA BARRIOS,ABIERTA,ABIERTA
98.7,10-08-0022-46,10-08-0025-46,"INSTITUTO PRIVADO MIXTO ""CONCEPCION""","INSTITUTO PRIVADO MIXTO ""CONCEPCIÓN""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,JACKELLINE DAMARIS AGUILAR ALEJANDRO,JACKELLINE DAMARIS AGUILAR ALEJANDRO,ABIERTA,ABIERTA
98.6,01-08-8559-46,01-08-8561-46,COLEGIO 'JESUS REY DE GLORIA',COLEGIO 'JESUS REY DE GLORIA',DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,DESCONOCIDO,DESCONOCIDO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
98.6,01-14-0115-46,01-14-0141-46,"LICEO MIXTO CRISTIANO ""JIREH""","LICEO MIXTO CRISTIANO ""JIREH""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,KARLA VICTORIA DE LA CRUZ CRUZ,KARLA VICTORIA DE LA CRUZ CRUZ,ABIERTA,ABIERTA
98.6,08-02-0056-46,08-02-0068-46,COLEGIO CRISTIANO DEL VALLE,COLEGIO CRISTIANO DEL VALLE,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ANALÍA LIMA SOTO,ANALÍA LIMA SOTO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
98.6,05-01-0126-46,05-01-0263-46,COLEGIO PARTICULAR MIXTO ESCUINTLECO BILINGÜE,COLEGIO PARTICULAR MIXTO ESCUINTLECO BILINGÜE,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),GIEZI HAZAEL LÓPEZ BLANCO,GIEZI HAZAEL LÓPEZ BLANCO,ABIERTA,ABIERTA
98.5,16-17-0123-46,16-17-0151-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ILCIA ANALIA GUDIEL FLORES,ILCIA ANALIA GUDIEL FLORES,ABIERTA,ABIERTA
98.5,12-10-0085-46,12-10-4713-46,COLEGIO EVANGELICO PRIVADO MIXTO BETHESDA,COLEGIO EVANGELICO PRIVADO MIXTO BETHESDA,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ELIZABETH NOHEMÍ BARRIOS FUENTES,ELIZABETH NOHEMÍ BARRIOS FUENTES,ABIERTA,ABIERTA
98.5,18-04-0205-46,18-04-0447-46,"INSTITUTO PRIVADO MIXTO ""JOSÉ CECILIO DEL VALLE""","INSTITUTO PRIVADO MIXTO ""JOSE CECILIO DEL VALLE""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,VÍCTOR MANUEL BONILLA MARROQUIN,VÍCTOR MANUEL BONILLA MARROQUIN,ABIERTA,ABIERTA
98.5,18-04-0204-46,18-04-0447-46,"INSTITUTO PRIVADO MIXTO ""JOSÉ CECILIO DEL VALLE""","INSTITUTO PRIVADO MIXTO ""JOSE CECILIO DEL VALLE""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,VÍCTOR MANUEL BONILLA MARROQUIN,VÍCTOR MANUEL BONILLA MARROQUIN,ABIERTA,ABIERTA
98.5,01-07-0031-46,01-07-0034-46,"COLEGIO MIXTO ""EL ARTE DE APRENDER""","COLEGIO MIXTO ""EL ARTE DE APRENDER""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,IRIS JOHANNA CERNA CORADO,IRIS JOHANNA CERNA CORADO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
98.5,18-05-0133-46,18-05-0134-46,"COLEGIO PRIVADO ""LIC. DAVID VELA""","COLEGIO PRIVADO ""LIC. DAVID VELA""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,HECTOR ENRIQUE ZUÑIGA ORELLANA,HECTOR ENRIQUE ZUÑIGA ORELLANA,ABIERTA,ABIERTA
98.4,01-17-0183-46,01-17-0373-46,CENTRO EDUCATIVO FORMADORES DE LÍDERES,CENTRO EDUCATIVO FORMADORES DE LIDERES,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,EVELYN YOSANA RIVAS RUIZ,EVELYN YOSANA RIVAS RUIZ,ABIERTA,ABIERTA
98.4,05-02-0064-46,05-02-0065-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),JAIME ROGELIO ARCHILA GUERRERO,JAIME ROGELIO ARCHILA GUERRERO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
98.4,01-04-0009-46,01-04-0027-46,INSTITUTO NACIONAL NITO PALENCIA MAYEN,INSTITUTO NACIONAL NITO PALENCIA MAYÉN,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,CARLA SIOMARA BELTRAN,CARLA SIOMARA BELTRAN,ABIERTA,ABIERTA
98.4,00-01-8096-46,00-01-9027-46,LICEO TECNOLÓGICO METROPOLITANO DE GUATEMALA,LICEO TECNOLOGICO METROPOLITANO DE GUATEMALA,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,FREDY AMILCAR CRUZ,FREDY AMILCAR CRUZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
98.4,04-01-2827-46,04-01-3018-46,"CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO ""C.E.T.A.CH.""","CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO ""C.E.T.A.CH. """,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,JOSE EDWIN VILLARREAL AGUILAR,JOSE EDWIN VILLARREAL AGUILAR,ABIERTA,ABIERTA
98.4,22-03-0026-46,22-03-0030-46,"INSTITUTO TECNICO INDUSTRIAL ""HENRY FORD""","INSTITUTO TECNICO INDUSTRIAL ""HENRY FORD""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,LUDWING RONALDO SANTOS ALARCÓN,LUDWING RONALDO SANTOS ALARCÓN,ABIERTA,ABIERTA
98.4,02-03-0052-46,02-03-0116-46,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLÁN,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ROSA DELIA MORALES BALCÁRCEL,ROSA DELIA MORALES BALCÁRCEL,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
98.3,00-01-0584-46,00-01-0585-46,COLEGIO INTERNACIONAL CAMBRIDGE (CIS),COLEGIO INTERNACIONAL CAMBRIDGE (CIS),DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,MARÍA CRISTINA GEREDA ARÉVALO,MARÍA CRISTINA GEREDA ARÉVALO,ABIERTA,ABIERTA
98.3,00-01-0197-46,00-01-0218-46,LICEO TECNOLÓGICO GUATEMALA DE LA ASUNCION,LICEO TECNOLOGICO GUATEMALA DE LA ASUNCION,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ELUBIA ANAYTE SIGUENZA MONTERROSO,ELUBIA ANAYTE SIGUENZA MONTERROSO,ABIERTA,ABIERTA
98.1,12-13-0095-46,12-13-0100-46,"COLEGIO PRIVADO MIXTO ""IMPERIAL""","COLEGIO PRIVADO MIXTO ""IMPERIAL2",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DANY JOEL LÓPEZ OROZCO,DANY JOEL LÓPEZ OROZCO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
98.1,00-06-0077-46,00-06-0081-46,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""DOCTORA SARA CABARRUS DE RUÍZ""","INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""DOCTORA SARA CABARRUS DE RUÍZ""",NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),JOVITA ANTONIETA MIRANDA BARRIOS,JOVITA ANTONIETA MIRANDA BARRIOS,ABIERTA,ABIERTA
98.0,05-01-0256-46,05-01-0327-46,COLEGIO SANTIAGO DE LOS CABALLEROS DE GUATEMALA,COLEGIO SANTIAGO DE LOS CABALLEROS DE GUATEMALA,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,SILVIA ELENA RUIZ THEISSEN,SILVIA ELENA RUIZ THEISSEN,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
98.0,04-13-0016-46,04-13-3232-46,LICEO CAMPO ALEGRE,LICEO CAMPO ALEGRE,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ANTONIO DAVID ALVAREZ POPOL,ANTONIO DAVID ALVAREZ POPOL,ABIERTA,ABIERTA
98.0,00-02-0027-46,00-02-0028-46,LICEO CRISTIANO EXXITTO,LICEO CRISTIANO EXXITTO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,LESBIA LETICIA SANDOVAL ORELLANA,LESBIA LETICIA SANDOVAL ORELLANA,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
98.0,11-01-0082-46,11-01-0527-46,INSTITUTO NACIONAL MIXTO NOCTURNO DE EDUCACION MEDIA,INSTITUTO NACIONAL MIXTO NOCTURNO DE EDUCACIÓN MEDIA,NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),JUAN DE DIOS RODAS HERNÁNDEZ,JUAN DE DIOS RODAS HERNÁNDEZ,ABIERTA,ABIERTA
98.0,18-04-0076-46,18-04-0077-46,"LICEO FORMACION BASICA Y PROFESIONAL ""LATINOAMERICANO""","LICEO DE FORMACION BASICA Y PROFESIONAL ""LATINOAMERICANO""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,KARLA JOHANNA SANABRIA CASTAÑEDA,KARLA JOHANNA SANABRIA CASTAÑEDA,ABIERTA,ABIERTA
97.9,01-16-0106-46,01-16-9736-46,LICEO PREUNIVERSITARIO DE INFORMÁTICA Y TECNOLOGÍA,LICEO PREUNIVERSITARIO DE INFORMATICA Y TECNOLOGIA,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,WILMAN ANTONIO GALINDO LÓPEZ,WILMAN ANTONIO GALINDO LÓPEZ,ABIERTA,ABIERTA
97.9,17-01-0136-46,17-01-3949-46,INSTITUTO TECNOLÓGICO HOWARD W. HUNTER.,INSTITUTO TECNOLÓGICO HOWARD W. HUNTER,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),OLGA MARINA VÉLIZ PALENCIA,OLGA MARINA VÉLIZ PALENCIA,ABIERTA,ABIERTA
97.9,05-04-0027-46,05-04-0036-46,INSTITUTO MIXTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,MARTA JUDITH LETONA LÓPEZ,MARTA JUDITH LETONA LÓPEZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
97.8,00-06-0013-46,00-06-0058-46,COLEGIO PANAMERICANO NO. 7,COLEGIO PANAMERICANO NO. 7,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MILDRED YADIRA HERNÁNDEZ LAZARO,MILDRED YADIRA HERNÁNDEZ LAZARO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
97.8,09-01-0387-46,09-01-3233-46,COLEGIO PRIVADO MIXTO TECNOLÓGICO DON BOSCO,COLEGIO PRIVADO MIXTO TECNOLOGICO DON BOSCO,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),GERMAN SAÚL TOBÍAS OVALLE,GERMAN SAÚL TOBÍAS OVALLE,ABIERTA,ABIERTA
97.8,01-14-0016-46,01-14-0018-46,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA,INSTITUTO PRIVADO MIXTO DE COMPUTACION INFORMATICA ICI,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,JOSE LUIS FERNANDEZ ROMANO,JOSE LUIS FERNANDEZ ROMANO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
97.7,00-06-0077-46,00-06-0078-46,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""DOCTORA SARA CABARRUS DE RUÍZ""","INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""DOCTORA SARA CABARRUS DE RUÍZ""",NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),JOVITA ANTONIETA MIRANDA BARRIOS,JOVITA ANTONIETA MIRANDA BARRIOS,ABIERTA,ABIERTA
97.7,00-01-0433-46,00-01-0434-46,CENTRO DE ESUTIOS INTEGRALES HUGO ROBLES,CENTRO DE ESTUDIOS INTEGRALES HUGO ROBLES,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,RUDY RODULFO MEJIA MENDEZ,RUDY RODULFO MEJIA MENDEZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
97.7,00-01-0348-46,00-01-9328-46,CENTRO EDUCATIVO LICEO EVANGÉLICO CAMINO Y VERDAD,CENTRO EDUCATIVO LICEO EVANGELICO CAMINO Y VERDAD,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,FELIPE PATZAN PUR,FELIPE PATZAN PUR,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
97.7,00-02-9721-46,00-02-9729-46,COLEGIO DE COMPUTACION BLAISE PASCAL,COLEGIO DE COMPUTACION BLAISE PASCAL,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,DESCONOCIDO,DESCONOCIDO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
97.7,01-03-0129-46,01-03-0132-46,"CENTRO EDUCATIVO "" EL PROGRESO""","CENTRO EDUCATIVO "" EL PROGRESO """,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,WALTER FERNANDO GARCÍA MONTERROSO,WALTER FERNANDO GARCÍA MONTERROSO,ABIERTA,ABIERTA
97.7,00-01-0542-46,00-01-9452-46,LICEO DE COMPUTACIÓN C.S.S.,LICEO DE COMPUTACION C.S.S.,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,NORMA LUCRECIA CÓRDOVA HEREDIA,NORMA LUCRECIA CÓRDOVA HEREDIA,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
97.7,00-18-0160-46,00-18-0258-46,COLEGIO MIXTO EL CASTILLO,COLEGIO MIXTO EL CASTILLO,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MIRIAM LISSETTE PINEDA CHINCHILLA,MIRIAM LISSETTE PINEDA CHINCHILLA,ABIERTA,ABIERTA
97.6,18-02-0108-46,18-02-0316-46,"INSTITUTO PRIVADO MIXTO DE FORMACION JUVENIL ""RIO DULCE""","INSTITUTO PRIVADO MIXTO DE FORMACIÓN JUVENIL ""RÍO DULCE""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MELVIN EDUARDO VENTURA QUINTANILLA,MELVIN EDUARDO VENTURA QUINTANILLA,ABIERTA,ABIERTA
97.6,12-29-0034-46,12-29-0052-46,COLEGIO EVANGÉLICO TECNOLÓGICO PRIVADO MIXTO BERSHEBA BLESS GOD,COLEGIO EVANGELICO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ANABELLA FRANCISCA OCHOA LÓPEZ,ANABELLA FRANCISCA OCHOA LÓPEZ,ABIERTA,ABIERTA
97.5,12-07-0233-46,12-07-0258-46,"COLEGIO EVANGÉLICO C.A. ""ALFA Y OMEGA""","COLEGIO EVANGELICO C.A. ""ALFA Y OMEGA""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),NERY JOSUÉ ZUNÚN VELÁSQUEZ,NERY JOSUÉ ZUNÚN VELÁSQUEZ,ABIERTA,ABIERTA
97.5,01-15-0126-46,01-15-9074-46,COLEGIO LUIS REY,COLEGIO LUIS REY,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARIA DEL ROSARIO LOPEZ ESCOBAR DE PAZ,MARIA DEL ROSARIO LOPEZ ESCOBAR DE PAZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
97.5,01-14-0213-46,01-14-0219-46,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JUAN BAUTISTA,INED INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN JUAN BAUTISTA,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DESCONOCIDO,DESCONOCIDO,TEMPORAL NOMBRAMIENTO,TEMPORAL NOMBRAMIENTO
97.5,00-01-0238-46,00-01-0608-46,INSTITUTO TECNOLÓGICO DE COMPUTACION I.T.C.,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DULCE MARÍA CHINCHILLA GODOY,DULCE MARÍA CHINCHILLA GODOY,ABIERTA,ABIERTA
97.3,05-02-0118-46,05-02-0239-46,COLEGIO CRISTIANO EMMANUEL,COLEGIO CRISTIANO EMMANUEL,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),INGRID YANETH OSORIO CAMPOS,INGRID YANETH OSORIO CAMPOS,ABIERTA,ABIERTA
97.3,05-02-0118-46,05-02-0238-46,COLEGIO CRISTIANO EMMANUEL,COLEGIO CRISTIANO EMMANUEL,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),INGRID YANETH OSORIO CAMPOS,INGRID YANETH OSORIO CAMPOS,ABIERTA,ABIERTA
97.3,09-02-0036-46,09-02-0037-46,INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA,INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,RENÉ FERNANDO HERNÁNDEZ GONZÁLEZ,RENÉ FERNANDO HERNÁNDEZ GONZÁLEZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
97.0,18-02-0110-46,18-02-0317-46,"INSTITUTO PRIVADO MIXTO DE FORMACION JUVENIL ""RIO DULCE""","INSTITUTO PRIVADO MIXTO DE FORMACIÓN JUVENIL ""RÍO DULCE""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,MELVIN EDUARDO VENTURA QUINTANILLA,MELVIN EDUARDO VENTURA QUINTANILLA,ABIERTA,ABIERTA
97.0,12-29-0037-46,12-29-0054-46,COLEGIO EVANGÉLICO TECNOLÓGICO PRIVADO MIXTO BERSHEBA BLESS GOD,COLEGIO EVANGELCO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ANABELLA FRANCISCA OCHOA LÓPEZ,ANABELLA FRANCISCA OCHOA LÓPEZ,ABIERTA,ABIERTA
97.0,17-03-0088-46,17-03-0134-46,CENTRO EDUCATIVO PRIVADO MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADO-CEPMEBYD,CENTRO EDUCATIVO PRIVADO MIXTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO-CEPMEBYD-,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),NORLIN ARIEL LÓPEZ DUQUE,NORLIN ARIEL LÓPEZ DUQUE,ABIERTA,ABIERTA
97.0,03-01-0052-46,03-01-0272-46,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA,NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),JULIO ABDIEL HERNÁNDEZ GARCÍA,JULIO ABDIEL HERNÁNDEZ GARCÍA,ABIERTA,ABIERTA
96.9,01-06-0049-46,01-06-0082-46,INSTITUTO OFICIAL DE EDUCACION BASICA Y DIVERSIFICADO ARQUITECTO GUSTAVO ARNOLDO MEDRANO OSORIO,INSTITUTO OFICIAL DE EDUCACION BASICA Y DIVERSIFICADO ARQUITECTO GUSTAVO ARNOLDO MEDRANO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,BRENDA PATRICIA LÓPEZ SANTOS,BRENDA PATRICIA LÓPEZ SANTOS,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
