similitud,codigo_1,codigo_2,establecimiento_1,establecimiento_2,jornada_1,jornada_2,modalidad_1,modalidad_2,plan_1,plan_2,director_1,director_2,status_1,status_2
100.0,00-07-0281-46,00-07-0282-46,LICEO DE CIENCIA Y TECNOLOGÍA,LICEO DE CIENCIA Y TECNOLOGÍA,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,SEMIPRESENCIAL,SEMIPRESENCIAL,DELIA DEL CARMEN MARTÍNEZ POSADAS,DELIA DEL CARMEN MARTÍNEZ POSADAS,ABIERTA,ABIERTA
100.0,00-07-0207-46,00-07-0210-46,LICEO MIXTO EN COMPUTACIÓN ROTTERDAM,LICEO MIXTO EN COMPUTACIÓN ROTTERDAM,SIN JORNADA,SIN JORNADA,MONOLINGUE,MONOLINGUE,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),MARÍA DEL CARMEN LÓPEZ BENAVENTE,MARÍA DEL CARMEN LÓPEZ BENAVENTE,ABIERTA,ABIERTA
100.0,00-07-0133-46,00-07-8440-46,COLEGIO PANAMERICANO NO. 4,COLEGIO PANAMERICANO NO. 4,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),SONIA LETICIA MACHUCA RODRIGUEZ,SONIA LETICIA MACHUCA RODRIGUEZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,13-01-0158-46,13-01-0287-46,COLEGIO PREUNIVERSITARIO CAMBRIDGE,COLEGIO PREUNIVERSITARIO CAMBRIDGE,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ANA RENEÉ MAURICIO DOMÍNGUEZ,ANA RENEÉ MAURICIO DOMÍNGUEZ,ABIERTA,ABIERTA
100.0,13-01-0162-46,13-01-0163-46,COLEGIO EVANGELICO MIXTO CHIMUSINIQUE,COLEGIO EVANGELICO MIXTO CHIMUSINIQUE,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,YASMINA MARGARITA RECINOS ORDOÑEZ,YASMINA MARGARITA RECINOS ORDOÑEZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,13-01-0268-46,13-01-0275-46,LICEO PRIVADO DE CIENCIAS COMERCIALES,LICEO PRIVADO DE CIENCIAS COMERCIALES,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,MARLIN MARIBEL HERNÁNDEZ CASTILLO,MARLIN MARIBEL HERNÁNDEZ CASTILLO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,00-06-0050-46,00-06-0051-46,"COLEGIO PRIVADO ""TERESA DE AVILA""","COLEGIO PRIVADO ""TERESA DE AVILA""",MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),JOSÉ LEONEL QUEZADA ABDO,JOSÉ LEONEL QUEZADA ABDO,ABIERTA,ABIERTA
100.0,00-06-0042-46,00-06-0099-46,LICEO TECNOLÓGICO GUATEMALTECO,LICEO TECNOLÓGICO GUATEMALTECO,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),SARA LISETH ARIAS MIJANGOS,SARA LISETH ARIAS MIJANGOS,ABIERTA,ABIERTA
100.0,13-01-0290-46,13-01-0314-46,COLEGIO TECNOLÓGICO DE HUEHUETENANGO,COLEGIO TECNOLÓGICO DE HUEHUETENANGO,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),OLIVER BOANERGES RECINOS RECINOS,OLIVER BOANERGES RECINOS RECINOS,ABIERTA,ABIERTA
100.0,13-01-7082-46,13-01-7083-46,LICEO PRIVADO MIXTO MONTESSORI,LICEO PRIVADO MIXTO MONTESSORI,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,DESCONOCIDO,DESCONOCIDO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,13-12-0075-46,13-12-0097-46,INSTITUTO PRIVADO MIXTO ESFUERZO,INSTITUTO PRIVADO MIXTO ESFUERZO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ORACIO ALMENGOR MARTÍNEZ VILLATORO,ORACIO ALMENGOR MARTÍNEZ VILLATORO,ABIERTA,ABIERTA
100.0,13-12-0111-46,13-12-0126-46,"INSTITUTO PRIVADO MIXTO ""ESFUERZO""","INSTITUTO PRIVADO MIXTO ""ESFUERZO""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ORACIO ALMENGOR MARTÍNEZ VILLATORO,ORACIO ALMENGOR MARTÍNEZ VILLATORO,ABIERTA,ABIERTA
100.0,00-02-0091-46,00-02-0092-46,COLEGIO DE SEÑORITAS SANTA INÉS,COLEGIO DE SEÑORITAS SANTA INÉS,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),CAROLINA BEATRIZ TURCIOS MALDONADO,CAROLINA BEATRIZ TURCIOS MALDONADO,ABIERTA,ABIERTA
100.0,05-02-0080-46,05-02-2402-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARÍA DOLORES PÉREZ TUCHÁN,MARÍA DOLORES PÉREZ TUCHÁN,ABIERTA,ABIERTA
100.0,05-02-0085-46,05-02-0086-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),JAIME ROGELIO ARCHILA GUERRERO,JAIME ROGELIO ARCHILA GUERRERO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,05-02-0085-46,05-02-0087-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),JAIME ROGELIO ARCHILA GUERRERO,JAIME ROGELIO ARCHILA GUERRERO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,05-13-2546-46,05-13-2791-46,"CENTRO PEDAGÓGICO ""GUATEMALA""","CENTRO PEDAGÓGICO ""GUATEMALA""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,FREDY FERNANDO CASTELLANOS,FREDY FERNANDO CASTELLANOS,ABIERTA,ABIERTA
100.0,01-15-0185-46,01-15-9550-46,LICEO TECNICO DE VILLA NUEVA,LICEO TECNICO DE VILLA NUEVA,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),IRIS MARICLÓ MORALES LUNA,IRIS MARICLÓ MORALES LUNA,ABIERTA,ABIERTA
100.0,01-05-8604-46,01-05-8606-46,LICEO INTEGRAL PALENCIANO,LICEO INTEGRAL PALENCIANO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,THELMA CONSUELO PÉREZ HERNÁNDEZ,THELMA CONSUELO PÉREZ HERNÁNDEZ,ABIERTA,ABIERTA
100.0,01-05-8549-46,01-05-8550-46,LICEO INTEGRAL PALENCIANO,LICEO INTEGRAL PALENCIANO,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),THELMA CONSUELO PÉREZ HERNÁNDEZ,THELMA CONSUELO PÉREZ HERNÁNDEZ,ABIERTA,ABIERTA
100.0,01-04-0017-46,01-04-0028-46,"COLEGIO ""ALFA Y OMEGA""","COLEGIO ""ALFA Y OMEGA""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),LILIAN MARIELA CASTRO SANDOVAL,LILIAN MARIELA CASTRO SANDOVAL,ABIERTA,ABIERTA
100.0,01-15-0194-46,01-15-0195-46,COLEGIO MIXTO MARTA MARIA,COLEGIO MIXTO MARTA MARIA,NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),CANDICE MARIA HERNANDEZ LUNA,CANDICE MARIA HERNANDEZ LUNA,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,01-15-0523-46,01-15-0524-46,LICEO PIERRE DE FERMAT,LICEO PIERRE DE FERMAT,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,CARMEN ALCIRA GARCÍA REYES,CARMEN ALCIRA GARCÍA REYES,ABIERTA,ABIERTA
100.0,01-03-0118-46,01-03-0196-46,LICEO COMERCIAL ENTRE VALLES,LICEO COMERCIAL ENTRE VALLES,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),RONALDO DE JESÚS ALVIZURES CRUZ,RONALDO DE JESÚS ALVIZURES CRUZ,ABIERTA,ABIERTA
100.0,01-02-0012-46,01-02-0036-46,LICEO INTEGRAL DE ENSEÑANZA COMERCIAL -LIEC-,LICEO INTEGRAL DE ENSEÑANZA COMERCIAL -LIEC-,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),JOSÉ ADOLFO ESPINOZA MORATAYA,JOSÉ ADOLFO ESPINOZA MORATAYA,ABIERTA,ABIERTA
100.0,05-13-0097-46,05-13-2547-46,"CENTRO PEDAGÓGICO ""GUATEMALA""","CENTRO PEDAGÓGICO ""GUATEMALA""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),FREDY FERNANDO CASTELLANOS,FREDY FERNANDO CASTELLANOS,ABIERTA,ABIERTA
100.0,05-02-0085-46,05-02-0088-46,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),JAIME ROGELIO ARCHILA GUERRERO,JAIME ROGELIO ARCHILA GUERRERO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,05-13-0079-46,05-13-0571-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MANUEL CHINCHILLA CARÍAS,MANUEL CHINCHILLA CARÍAS,ABIERTA,ABIERTA
100.0,05-13-0070-46,05-13-0571-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MANUEL CHINCHILLA CARÍAS,MANUEL CHINCHILLA CARÍAS,ABIERTA,ABIERTA
100.0,05-13-0070-46,05-13-0079-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MANUEL CHINCHILLA CARÍAS,MANUEL CHINCHILLA CARÍAS,ABIERTA,ABIERTA
100.0,05-13-0069-46,05-13-0571-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MANUEL CHINCHILLA CARÍAS,MANUEL CHINCHILLA CARÍAS,ABIERTA,ABIERTA
100.0,05-13-0069-46,05-13-0079-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MANUEL CHINCHILLA CARÍAS,MANUEL CHINCHILLA CARÍAS,ABIERTA,ABIERTA
100.0,05-13-0069-46,05-13-0070-46,LICEO CRISTIANO NAZARETH,LICEO CRISTIANO NAZARETH,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MANUEL CHINCHILLA CARÍAS,MANUEL CHINCHILLA CARÍAS,ABIERTA,ABIERTA
100.0,05-12-0026-46,05-12-0027-46,"LICEO ""FUENTE DE VIDA""","LICEO ""FUENTE DE VIDA""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,DIOGENES BAUDILIA FIGUEROA CRUZ,DIOGENES BAUDILIA FIGUEROA CRUZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,05-12-0006-46,05-12-0030-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),IRACEMA ANAHY CRUZ OJER,IRACEMA ANAHY CRUZ OJER,ABIERTA,ABIERTA
100.0,01-06-0074-46,01-06-0075-46,INSTITUTO NACIONAL MARIA FERNANDA MEDRANO CORDON,INSTITUTO NACIONAL MARIA FERNANDA MEDRANO CORDON,NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),CLAUDIA NOEMI MATIAS MOGOLLON,CLAUDIA NOEMI MATIAS MOGOLLON,ABIERTA,ABIERTA
100.0,01-06-9582-46,01-06-9583-46,CENTRO ESTUDIANTIL CRISTIANO JOSE GILBERTO VELASQUEZ,CENTRO ESTUDIANTIL CRISTIANO JOSE GILBERTO VELASQUEZ,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,MARTA LAURA FRANCISCA ARÉVALO VELÁSQUEZ,MARTA LAURA FRANCISCA ARÉVALO VELÁSQUEZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,01-08-0236-46,01-08-0237-46,LICEO INTEGRAL BILINGUE LAN-DER,LICEO INTEGRAL BILINGUE LAN-DER,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,OMAR UBALDO MARTINEZ HAEGENDORES,OMAR UBALDO MARTINEZ HAEGENDORES,ABIERTA,ABIERTA
100.0,01-08-0346-46,01-08-0348-46,ACADEMIA COMERCIAL E INSTITUTO LOURDES,ACADEMIA COMERCIAL E INSTITUTO LOURDES,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ESTEBAN TOCON XICAY,ESTEBAN TOCON XICAY,ABIERTA,ABIERTA
100.0,01-13-0131-46,01-13-0147-46,CENTRO EDUCATIVO LOS VERDES,CENTRO EDUCATIVO LOS VERDES,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),KRISZTYN HELKIA MORALES BERREONDO,KRISZTYN HELKIA MORALES BERREONDO,ABIERTA,ABIERTA
100.0,01-10-0279-46,01-10-0292-46,CENTRO DE COMPUTACIÓN CEI-PC VILLAS,CENTRO DE COMPUTACIÓN CEI-PC VILLAS,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,SEMIPRESENCIAL,SEMIPRESENCIAL,ANGÉLICA MARINA ARÉVALO CERÓN,ANGÉLICA MARINA ARÉVALO CERÓN,ABIERTA,ABIERTA
100.0,01-10-0275-46,01-10-0278-46,COLEGIO TECNOLOGICO GUATEMALTECO EDU,COLEGIO TECNOLOGICO GUATEMALTECO EDU,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,SEMIPRESENCIAL,SEMIPRESENCIAL,VERONICA UBEDO CARRILLO,VERONICA UBEDO CARRILLO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,01-09-0006-46,01-09-0007-46,CENTRO EDUCATIVO SAN PEDRO APOSTOL,CENTRO EDUCATIVO SAN PEDRO APOSTOL,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ELSA MAGALY GONZALEZ RODRIGUEZ,ELSA MAGALY GONZALEZ RODRIGUEZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,01-14-0082-46,01-14-0083-46,LICEO MIXTO AMATITLANECO,LICEO MIXTO AMATITLANECO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,LILIAN ROSARIO QUEZADA FERNANDEZ,LILIAN ROSARIO QUEZADA FERNANDEZ,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,01-14-6830-46,01-14-7163-46,LICEO CRISTIANO BETH SHALOM,LICEO CRISTIANO BETH SHALOM,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,WILLIAMS SALVADOR TRUJILLO CAMBRÁN,WILLIAMS SALVADOR TRUJILLO CAMBRÁN,ABIERTA,ABIERTA
100.0,01-08-8405-46,01-08-8407-46,COLEGIO 'REAL ESPAÑOL',COLEGIO 'REAL ESPAÑOL',VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,DESCONOCIDO,DESCONOCIDO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,01-08-1079-46,01-08-1081-46,LICEO LOMAS DE SACOJ,LICEO LOMAS DE SACOJ,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,HUGO LEONEL SANDOVAL ESTRADA,HUGO LEONEL SANDOVAL ESTRADA,ABIERTA,ABIERTA
100.0,01-08-0737-46,01-08-0739-46,"LICEO TECNOLÓGICO DE GUATEMALA ""ELOHIM""","LICEO TECNOLÓGICO DE GUATEMALA ""ELOHIM""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,SEMIPRESENCIAL,SEMIPRESENCIAL,EVELYN ARACELY ZACARÍAS SALAZAR,EVELYN ARACELY ZACARÍAS SALAZAR,ABIERTA,ABIERTA
100.0,01-08-0719-46,01-08-0735-46,COLEGIO NAKBÉ,COLEGIO NAKBÉ,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,SEMIPRESENCIAL,SEMIPRESENCIAL,DILIA CLARISSA NORIEGA MORALES,DILIA CLARISSA NORIEGA MORALES,ABIERTA,ABIERTA
100.0,01-08-0707-46,01-08-0709-46,CENTRO DE EDUCACIÓN A DISTANCIA ESCOLARIS,CENTRO DE EDUCACIÓN A DISTANCIA ESCOLARIS,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,A DISTANCIA,A DISTANCIA,WHENDOLYN BETSABE ESTRADA CANIZALES,WHENDOLYN BETSABE ESTRADA CANIZALES,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,01-08-0659-46,01-08-0660-46,LICEO TÉCNICO INTERAMERICANO,LICEO TÉCNICO INTERAMERICANO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,A DISTANCIA,A DISTANCIA,ANA LUISA ALVARADO SÁNCHEZ DE LAJUJ,ANA LUISA ALVARADO SÁNCHEZ DE LAJUJ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,01-14-9722-46,01-14-9724-46,INSTITUTO TECNICO VOCACIONAL PRIVADO AMATITLANECO,INSTITUTO TECNICO VOCACIONAL PRIVADO AMATITLANECO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ELVIA OTILIA ROSALES CATALÁN,ELVIA OTILIA ROSALES CATALÁN,ABIERTA,ABIERTA
100.0,01-08-0579-46,01-08-0580-46,CENTRO EDUCATIVO PAULO NEVES FREIRE,CENTRO EDUCATIVO PAULO NEVES FREIRE,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,LIDIA DUBILIA PATZÁN RAMÍREZ,LIDIA DUBILIA PATZÁN RAMÍREZ,ABIERTA,ABIERTA
100.0,01-08-0575-46,01-08-0576-46,LICEO TECNICO INTERAMERICANO,LICEO TECNICO INTERAMERICANO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ANA LUISA ALVARADO SÁNCHEZ,ANA LUISA ALVARADO SÁNCHEZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,01-08-0533-46,01-08-7155-46,COLEGIO PRACBIL,COLEGIO PRACBIL,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),LIDIA DUBILIA PATZÁN RAMÍREZ,LIDIA DUBILIA PATZÁN RAMÍREZ,ABIERTA,ABIERTA
100.0,01-08-0437-46,01-08-0439-46,COLEGIO EN COMPUTACIÓN SAN JOSÉ NO. 1,COLEGIO EN COMPUTACIÓN SAN JOSÉ NO. 1,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,THELMA PATRICIA HURTADO ZUÑIGA,THELMA PATRICIA HURTADO ZUÑIGA,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,05-11-0056-46,05-11-0083-46,COLEGIO MIXTO DEL VALLE,COLEGIO MIXTO DEL VALLE,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARTHA EMMILSE CUZAN GIL,MARTHA EMMILSE CUZAN GIL,ABIERTA,ABIERTA
100.0,01-15-0612-46,01-15-0626-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,INSTITUTO MIXTO NOCTURNO EL ANGEL,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,CINDY JUDITH GARCIA LOAIZA,CINDY JUDITH GARCIA LOAIZA,ABIERTA,ABIERTA
100.0,01-15-0645-46,01-15-0646-46,LICEO TÉCNICO DE VILLA NUEVA,LICEO TÉCNICO DE VILLA NUEVA,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,VIRTUAL A DISTANCIA,VIRTUAL A DISTANCIA,IRIS MARICLO MORALES LUNA,IRIS MARICLO MORALES LUNA,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,05-06-0034-46,05-06-0051-46,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""","COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),ZOILA ERNESTINA MORALES GODOY,ZOILA ERNESTINA MORALES GODOY,ABIERTA,ABIERTA
100.0,01-15-0813-46,01-15-0816-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DESCONOCIDO,DESCONOCIDO,TEMPORAL NOMBRAMIENTO,TEMPORAL NOMBRAMIENTO
100.0,05-02-0241-46,05-02-2572-46,LICEO PREUNIVERSITARIO DEL SUR,LICEO PREUNIVERSITARIO DEL SUR,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),CRISTIAN ALEXANDER PÉREZ GONZÁLEZ,CRISTIAN ALEXANDER PÉREZ GONZÁLEZ,ABIERTA,ABIERTA
100.0,05-02-0238-46,05-02-0239-46,COLEGIO CRISTIANO EMMANUEL,COLEGIO CRISTIANO EMMANUEL,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),INGRID YANETH OSORIO CAMPOS,INGRID YANETH OSORIO CAMPOS,ABIERTA,ABIERTA
100.0,05-02-0227-46,05-02-0234-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO EVANGELICO 'BETHEL',INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO EVANGELICO 'BETHEL',NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DESCONOCIDO,DESCONOCIDO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
100.0,05-02-0141-46,05-02-0142-46,CENTRO EDUCATIVO LUCIANO CAMPO REAL,CENTRO EDUCATIVO LUCIANO CAMPO REAL,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),WENDI AZUCENA ABAC BETHANCOURT,WENDI AZUCENA ABAC BETHANCOURT,ABIERTA,ABIERTA
100.0,01-15-0815-46,01-15-0816-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA DE BÁRCENA,NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DESCONOCIDO,DESCONOCIDO,TEMPORAL NOMBRAMIENTO,TEMPORAL NOMBRAMIENTO
100.0,01-15-6571-46,01-15-6572-46,INSTITUTO PRIVADO MIXTO LINDA VISTA,INSTITUTO PRIVADO MIXTO LINDA VISTA,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,DESCONOCIDO,DESCONOCIDO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
100.0,05-02-0110-46,05-02-0242-46,LICEO PREUNIVERSITARIO DEL SUR,LICEO PREUNIVERSITARIO DEL SUR,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),CRISTIAN ALEXANDER PÉREZ GONZÁLEZ,CRISTIAN ALEXANDER PÉREZ GONZÁLEZ,ABIERTA,ABIERTA
100.0,05-02-0093-46,05-02-2402-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARÍA DOLORES PÉREZ TUCHÁN,MARÍA DOLORES PÉREZ TUCHÁN,ABIERTA,ABIERTA
100.0,05-02-0092-46,05-02-2402-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARÍA DOLORES PÉREZ TUCHÁN,MARÍA DOLORES PÉREZ TUCHÁN,ABIERTA,ABIERTA
100.0,05-02-0092-46,05-02-0093-46,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARÍA DOLORES PÉREZ TUCHÁN,MARÍA DOLORES PÉREZ TUCHÁN,ABIERTA,ABIERTA
